p_x,p_y,p_z,u_x,u_y,u_z,dot
-9.861467361,-0.231423914,-1.446401834,0.759667732,0.012954305,0.176415848,0.986893036
-9.844111443,-0.691354156,-1.337070346,0.758701751,0.051394161,0.163000171,0.989502586
-9.895169258,-0.221276641,-0.934186757,0.768173752,0.007699336,0.115175413,0.994766218
-9.914168358,-0.219038337,-0.315595984,0.761912976,0.008440965,0.045102853,0.998917167
-9.482568741,-2.608713150,-1.841360688,0.702424412,0.187587562,0.221156728,0.978400837
-9.376008987,-2.955850363,-1.859758735,0.698810295,0.213656639,0.220715322,0.978213529
-9.410434723,-3.009817600,-1.115885496,0.720498373,0.224263085,0.141456768,0.991594013
-9.523741722,-2.637408733,-1.110932827,0.731539459,0.194043893,0.137368661,0.991255131
-9.431000710,-3.036283255,-0.371648818,0.731503652,0.226209191,0.057187819,0.998700358
-9.548505783,-2.651541471,-0.370617330,0.739253438,0.194973198,0.054738441,0.997811981
-9.445483208,-2.153625965,-3.132913351,0.673783248,0.146013831,0.354524061,0.942018948
-9.385343552,-2.482973337,-3.017462254,0.664307975,0.167842419,0.341446082,0.944802810
-9.429285049,-2.551712751,-2.513066053,0.684702888,0.172823892,0.291864562,0.961492371
-9.524675369,-2.166815281,-2.530638218,0.696193811,0.149206744,0.290205770,0.966169597
-9.607530594,-2.189035654,-1.840110421,0.727122861,0.157932566,0.216667460,0.981492590
-9.657003403,-2.198766232,-1.107989192,0.744673669,0.160027049,0.138264415,0.991209509
